polarity	sentence
-1	Nao gostei Nao gostei pq nao pego no meu tablet, pq esse jogo é pra pc
-1	Lixo Na boa. Nao tem jogo, ou seja, vc tem que baixar uma rom pirata pela web e colocar no seu cel.
-1	Essa merda demorou 5 horas pra baixar e n pegou quer uma dica n baixe ele no galaxy y xt300!
-1	Bo às . Que bosstaa ao.baxei.pra ganha platiuum
-1	Mt Travado d mais kk
-1	Horrível Péssima jogabilidade
-1	Ki merda Issso e uma bosta karalho seus porrra
-1	Ruim. Pegou mt mal no meu Galaxy Ace , ficava travando na hr de pegar o bicho e pa !
-1	Muitos bugs Isso tava d+. Quantas vezes já desisti de avançar uma rodada porque ele trava?
-1	Da p fazer quase nada... Comprem o minecraft sem ser demo, muito melhor. Esse é muito limitado... Fica a dica :)
-1	Péssimo Como bom amigo, já adianto o q a ea esqueceu, vc deverá baixar até mais de 800 mb de atualização.
-1	Nao gostei Naum entra
-1	. Nossa esse jogo é mto pesado c é lko
-1	Cocô velho A tela fica preta e só escuto a música, consertem esse erro no Galaxy Y
-1	V Isso e uma bosta Paguei 10 reais e ele n funcionou no meu galaxy fit
-1	Teclado xperia mini Nao dá para meter as letras todas só as primeiras nao exp:a d g j m p t w se quiser por a b nao dá.
-1	Que merda essa vela. A loja do Market poderia fazer novos App e Muito mais legais.. Que deixaram a gente de queixo caido. Ne.
-1	Nao abre... Aparece a tela de caregando e fecha :-
-1	Trava... Não rodou legal no I1. Desinstalei.
-1	Prefiro o INOTIA
-1	Sansung galaxy y Um lixo de imitação do guit.hero..
-1	Lixo! Horrível! Desinstalei depois de 3 minutos!
-1	Douglas Parece legal,mas é uma merda!
-1	Paulo nao gostei praticamente te obrigan a conprar a outra versao
-1	Merda de actualizacao Fica eternamente transferindo. Q merda.
-1	Nao funciona Diz nao ter espaco, mas tem mais d 1gb --'
-1	Pessimo que aplicativo mais idiota não serve para nada não baixem ou vao perder tempo e 1 o lixo
-1	Uma bosta Camera lateral.. Sem vc acelerar ele anda .. Ele ganha sozinho se vc deixar parado
-1	Nao pega esta dizendo que meu aparelho nao e compativel. PALHACADA ISSO QUE FAZEM COM O ASUS EEE PAD TRANSFORMER!!!
-1	Espaço Essa última atualização deletou o aplicativo automaticamente do meu aparelho e agora quando tento instalar novamente só da erro de espaço insuficiente. Já fiz testes depois disso instalando outros aplicativos maiores e não deu problema nenhum....só o songpop da erro....
-1	Uma bosta Jogo mt chato nao vale 50 centavos
-1	Lixo N tem como passa de fase muito repetitivo
-1	Lixo Simplesmente uma merda
-1	Jogo bom, mas desnecessariamente muito pesado e bugado, tem hora q o touch para de funcionar, trava nas trocas de tela. Definitivamente o jogo mais pesado que ja joguei, consegue travar  galaxy s . O peso do jogo é incompativel com a qualidade grafica, memoria muito mal utilizada.
-1	Muito ruim A1 a segunda fase pede pra baixar as ourras fases, mas diz que a pagina nal existe e o jogo só fica nisso, em apenas duas fases! :(
-1	Péssimo Esse é um dos piores jogos que já vi,não entendo por que está fazendo sucesso.é horrível!
-1	GLU ENGANA VOCÊ Esse jogo é bom, mas o sistema de ganhar glu credits é enganação. Fiquei um tempao baixando 389mb de um jogo que dizia q eu iria ganhar míseros 13 glu credits. Mas inves de ganhar, o ouco que eu tinha sumiu e agora estou com 0 glu credits
-1	nao baixem uma porcaria
-1	Não funciona no Galaxy tab Apesar de dizer que é compatível, quando feita instalação, o programa abre mas dá falha no download dos arquivos extras. Pedi reembolso, mas ainda aparece comprado no market... agora nem aceita instalar.
-1	Gráficos ruins e jogabilidade complicada...
-1	Lorinho kakiado do bairro fonte boa Muito ruin
-1	Não Funciona no Sony Ericsson  WT19a Sempre que tento iniciar o aplicativo e baixar o dados adicionais recebo uma mensagem de erro no servidor, a EA Games não responde a reclamações feitas na Android Play, no seu site de suporte e muito menos enviadas por e-mail. Tudo que consegui foram res1tas automaticas.  E ao tentar um reembolso, a Android Play direciona para uma pagina para preencher um formulario onde não existe nenhum formaluario.
-1	Muito ruim Ta dando um bug na hora de criar o time
-1	Marcio Faixas de propaganda atrapalham jogo, ficam parcialmente cobrindo a mesa. Nao fosse isso seria bom
-1	Muito ruim Essa pora e d+ de ruim velho
-1	Vírus detectado. Não baixem, contém vírus.
-1	Eka Muito lixo naum baixen
-1	mt ruim de jogar
-1	E muito ruim Nem entra no jogo
-1	Nao consigo bixar Vale nada
-1	Samsung galaxy Y duos Nao gostei quando o jogo comeca ja vai direto para o acostamento que faz a gente ja perder no jogo kkk talvez naum sei guiar mais naum tem nenhum botao e tbm naum e movido a sensor tbm nao..!
-1	Péssimo!!! O jogo pago tem muito menos coisa q o jogo de graça, pelo menos na versão Android. NÃO COMPREM!!! BAIXEM O DE GRAÇA Q TEM MUITO MAIS COISA!!! EU SEI PQ JÁ COMPLETEI TUDO!!!
-1	Merda!! O jogo nao funciona e nao vale a pena gastar o seu tempo baixando!!
-1	Tem que fazer gambiarra pra funcionar! Lendo os comentários do povo que 1sui o mesmo aparelho descubro, depois de baixar e instalar, que tem que realizar umas gambis pra funcionar! Um lixo ter q fazer isso! Zero pra quem desenvolve assim!
-1	Boliche ? Ow... É gratis, mas é muito fraco. Desinstalado com sucesso !
-1	Copia do city jump...
-1	Não carrega Depois do video de abertura o jogo não carrega e fecha.. Toda vez
-1	Lixo Lixo
-1	Fraco Uma merda
-1	não gostei uma merda, propaganda pra cacete!
-1	Roubo Este jogo é uma copia do gta3...mas com muitos bugs e um lag tremendo. Joguei num galaxy nexus a correr jelly bean com overclock de cpu (1500mhz) e da grafica (512mhz) e mesmo assim tem paradas. O download demora uma eternidade....assim não da para recuperar o dinheiro.
-1	Muito chato so tem zombie e n salva tive que baixar no 4 shared
-1	Idiota Começou a baixar foi ate 95% e apareceu erro a vai..k
-1	Não funciona no transformer No meu transformer, o donwload dos arquivos do jogo não começa nunca... E ainda por cima não foi 1sível requerer reembolso pois já havia passado os 15 minutos.
-1	Trava muito xperia play Tenho que colocar o graphics no low para não travar consertem isso :-P
-1	Não há nada de grátis nesse jogo Não há como jogar sem comprar (com o seu dinnheiro de verdade!) os recursos que o jogo oferece. Ele tiraram a opção de acelerar o jogo, ou seja, agora o dia tem 24h reais. Não há como ir trabalhar para acumular dinheiro e acelerar o jogo. Dinheiro virtual, nem pensar. É uma pena ver a EA se rebaixando à esse tipo de jogo. Preferia comprar o aplicativo e ter um jogo decente. NÃO BAIXEM SE NÃO QUISEREM PERDER TEMPO OU DINHEIRO!
-1	Zuado Um lixo
-1	Regular Acho que esse jogo não está altamente recomendado para um andróide. GTA tem muitos movimentos e quem joga, vai sentir muita falta disso. Pense 2x antes de baixar.
-1	UMA BOSTA Minha conta do cartola não entra nessa MERDA,mas no pc entra normal N RECOMENDO,UMA BOSTA,MTO RUIM
-1	Muito rui O jogo trava e tenho que instalar novamento dai perco todo o:-)jogo.quero uma solucao.
-1	Ah gente,dá pra ver que é falso!Que horrível...
-1	Não baixa 26/03/2012 Há três meses adquiri e tento baixar meu 1itivo ypy. Continua sem baixar! Não compre!
-1	Definitivamente nao eh melhor que angry birds, esse eh bem facinho, mais infantil e um tanto enjoativo...
-1	lima péssimo de verdade
-1	Aff Nem da para baixar esta merda de jogo aff
-1	Lixo Horrível como uma pessoa perde tempo fazendo isso ,nao mercado seu tempo baixando...
-1	Pessimo, alem de ocupar muitto espaço vc tem que fazer download varias vezes, pessimo.
-1	Eh uma porcaria naum funciona
-1	Nao pega é uma bosta
-1	Defeito Meu audio d Ta falhando da pra ageitar
-1	Carol E uma merda nao preste   Nao recomendo
-1	Um lixo baixei atoa não roda no Galaxy 5
-1	N consigo jogar com minha smart tv...
-1	Esse programa é uma bosta Isso é uma boosta
-1	Eu boto para istala so que quando acaba desaparece nao aparece os jogo
-1	Galaxy young Tem alguma coisa errada com o toque do meio...as vezes eu aperto i n pega. O poblema esta no aplicativo, tenho certeza! By: AdonnyAs heitecteam
-1	Bug trava Comeco a jogar, 3segundos ele trava, meu android e um p1000 galaxy tab
-1	Não pega No meu galaxy S III não abriu. Fica uma tela preta e logo em seguida volta a do celular...  esse Sonic é um lixo, melhor o Sonic Lite
-1	Péssimo! Se a idéia é realidade, está longe.. Vc pode entrar na casa de um estranho sem bater, assalta a geladeira, dorme na cama, paquera sua mulher!
-1	Pior que o primeiro Fraco nada a vê esse do espaço
-1	Praticante Pk tem muito vezes q o jogo trava e também por causa desse tempo q é horrível
-1	uma bosta Nem tem como colocar essa porra no meu tablet
-1	Jogo Demora
-1	Mikaelly Porcaria num recomendo
-1	Jogo sem graça ...
-1	Uma merda!!! No meu xperia ñ faz login
-1	Parece mt maneiro mas não é Chato demais ._.
-1	Crítica Olha, eu estou indignado com o jogo, eu comprei um terreno, e toda vez que eu clico nele, trava tudo, e demora um tempao para destravar, e com isso, não 1so comprar comércios, lojas e nem casas, e a cada movimento neste jogo trava! Por favor, façam uma atualização urgente!
-1	galaxy ace Jogo ruim... quer dizer..nao tem o playdo jogo é so perca de tempo. Nao baixem.
-1	 -( Até o nível 18. Td bem. Após atualização apagou tudo q eu já tinha construído. Não vale tanto a pena! Estou desinstalando.
-1	Mais q lixo naum baixem essa porra tmar no c u mano ta loko viu a pior merda q ja fiseram nessa bosta q merda vai se fuder caralho bando de troxas.
-1	O jogo não abre. Cada vez mais lixo.
-1	LIXO Não baixem, esse jogo é um lixo.
-1	Ruim Nao foi oq eu esperava. Jogabilidade ruim no xperia play
-1	. E mais ou menos. Não serve pra absolutamente nada. Não recomendo.
-1	Prefiro o Asphalt 6 Achei pesado e com gráficos piores que o anterior, sem falar nos efeitos exagerados nas batidas e no fato de só poder jogar conectado à Internet. Precisa melhorar!!!
-1	nao baixe nao funsiona simples menti merda
-1	Porcaria Já baixei 3 vezes e essa merd.... Não roda. Eu quero meu dinheiro de volta! Depois que eu compro e gasto meu tempo fazendo de tudo pra rodar, o google coloca agora que não é compativel com meu celular. SGS2 Lite...
-1	Parou de funcionar No meu galaxy sii também parou de funcionar. Desinstalei.
-1	Uma bosta _/_
-1	Porcaria Um lixo
-1	Trava demais, lixo
-1	Um lixo Nao  carrega e trava  ainda
-1	Uma merda So to dando uma estrela pq n tem como dar menos. N roda no galaxy y. Nem percam o tempo de vcs
-1	Ta fraco ainda Falta mas fases no jogo vc equipa um carro ai volta tudo chato ainda nerese duas estrelas pela jogabilidade e grafico
-1	Aff Nem da para abrir o jogo
-1	Bosta Esse jogo é uma merda!!!
-1	Tranco todo meu celular, nao vale apena baixar msm
-1	Samsung galaxy 1 Depois q atualizei sumiram todos os smurfs...o jogo trava
-1	Jogabilidade O jogo preciso ser melhorado. Os movimentos da bola não estão naturais.
-1	Trava muito no galaxy.
-1	Fraco Jogo muito fraco.
-1	Péssimo O aplicativo não funciona.É uma porcaria não baixem vocês vão se arrepender.
-1	Achei chato Chatinho. Instalei. Nao gostei e ja to tirando. Jogo.bem repetitivo
-1	Problemas Não está funcionando no meu S3 com JB.  Abs
-1	Não pega no xt300 :(
-1	Bosta Uma merda
-1	Muito ruim! Volta e meia de trava, vc perde as cores da paleta que compra com as moedas e mesmo comprando as bombas acontece o mesmo de perder. Tem hora que diz que não conseguiu efetuar a compra e some tudo  o que vc conseguiu até então. Não recomendo a ninguém!!!
-1	Só vídeos... O app é somente vídeos ensinando a jogar ... Kd o jogo de verdade ??? Péssimo
-1	Não Rodou Não rodou no Galaxy W, no site da rockstar diz que nao roda... e aqui diz que roda... ou seja, agente compra sem funcionar... agora eu to nervoso, e cade meu reembolso? eu pedi, estou aguardando! Não perca tempo comprando, se quiser algum jogo, baixe nos forums, google play lixona! falow!

